id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click,age_group
3312,User3312,35.0,Male,Mobile,Bottom,Social Media,Evening,0,25-44
8070,User8070,34.0,Male,Mobile,Side,Social Media,Afternoon,0,25-44
4534,User4534,51.0,Non-Binary,Tablet,Bottom,News,Night,0,45-59
1422,User1422,59.0,Female,Mobile,Side,Social Media,Night,0,45-59
8305,User8305,62.0,Female,Mobile,Side,Other,Afternoon,0,60+
7714,User7714,55.0,Male,Mobile,Top,Social Media,Night,0,45-59
184,User184,28.0,Female,Mobile,Top,Other,Evening,0,25-44
3102,User3102,43.5,Female,Mobile,Top,Other,Evening,0,25-44
7527,User7527,39.0,Female,Desktop,Top,Social Media,Night,0,25-44
3634,User3634,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
7286,User7286,25.0,Female,Mobile,Top,Other,Evening,0,25-44
4529,User4529,55.0,Female,Tablet,Side,News,Afternoon,0,45-59
5416,User5416,28.0,Non-Binary,Tablet,Bottom,News,Afternoon,0,25-44
4389,User4389,43.5,Male,Mobile,Side,Other,Morning,0,25-44
3832,User3832,44.0,Male,Desktop,Bottom,Social Media,Night,0,25-44
9832,User9832,43.5,Female,Tablet,Bottom,Other,Evening,0,25-44
3998,User3998,25.0,Male,Mobile,Top,Social Media,Night,0,25-44
6589,User6589,41.0,Non-Binary,Tablet,Bottom,News,Morning,0,25-44
1598,User1598,41.0,Non-Binary,Desktop,Bottom,News,Afternoon,0,25-44
5665,User5665,63.0,Female,Tablet,Bottom,Other,Morning,0,60+
5336,User5336,43.5,Male,Mobile,Side,Other,Evening,0,25-44
7485,User7485,35.0,Non-Binary,Tablet,Bottom,News,Evening,0,25-44
2615,User2615,36.0,Female,Mobile,Side,Other,Evening,0,25-44
8469,User8469,43.5,Female,Tablet,Bottom,Other,Evening,0,25-44
2587,User2587,53.0,Male,Mobile,Bottom,Social Media,Morning,0,45-59
2169,User2169,43.5,Female,Mobile,Top,Other,Afternoon,0,25-44
5252,User5252,43.0,Male,Mobile,Bottom,Social Media,Night,0,25-44
8639,User8639,42.0,Female,Tablet,Side,Education,Morning,0,25-44
3978,User3978,43.0,Male,Tablet,Top,Social Media,Night,0,25-44
3338,User3338,18.0,Female,Mobile,Side,Other,Night,0,18-24
4734,User4734,63.0,Male,Mobile,Bottom,Social Media,Night,0,60+
3492,User3492,37.0,Male,Desktop,Side,Entertainment,Evening,0,25-44
1890,User1890,42.0,Female,Mobile,Top,Entertainment,Morning,0,25-44
872,User872,51.0,Male,Mobile,Side,Social Media,Night,0,45-59
1927,User1927,41.0,Female,Tablet,Bottom,News,Evening,0,25-44
8464,User8464,27.0,Male,Tablet,Bottom,Other,Morning,0,25-44
1287,User1287,33.0,Non-Binary,Tablet,Top,News,Evening,0,25-44
6146,User6146,43.0,Male,Tablet,Bottom,Social Media,Afternoon,0,25-44
5648,User5648,39.0,Male,Desktop,Top,Social Media,Night,0,25-44
6543,User6543,41.0,Non-Binary,Desktop,Side,News,Night,0,25-44
3217,User3217,42.0,Male,Desktop,Bottom,Education,Morning,0,25-44
4275,User4275,41.0,Non-Binary,Tablet,Bottom,News,Evening,0,25-44
150,User150,47.0,Female,Tablet,Bottom,Social Media,Evening,0,45-59
3956,User3956,26.0,Male,Mobile,Bottom,Social Media,Night,0,25-44
5544,User5544,41.0,Non-Binary,Tablet,Bottom,News,Evening,0,25-44
3623,User3623,49.0,Female,Tablet,Bottom,News,Night,0,45-59
3710,User3710,43.5,Female,Mobile,Side,Other,Evening,0,25-44
1084,User1084,42.0,Female,Desktop,Side,Education,Afternoon,0,25-44
6255,User6255,41.0,Female,Tablet,Side,News,Afternoon,0,25-44
7306,User7306,44.0,Female,Tablet,Side,News,Evening,0,25-44
6748,User6748,40.5,Male,Desktop,Top,Shopping,Evening,0,25-44
4517,User4517,35.0,Female,Desktop,Side,Shopping,Evening,0,25-44
7980,User7980,32.0,Female,Mobile,Bottom,Shopping,Evening,0,25-44
3454,User3454,42.0,Female,Mobile,Bottom,Education,Morning,0,25-44
6965,User6965,42.0,Female,Desktop,Top,Education,Morning,0,25-44
4561,User4561,43.5,Female,Tablet,Bottom,Other,Morning,0,25-44
6548,User6548,51.0,Male,Desktop,Bottom,News,Evening,0,45-59
812,User812,40.0,Female,Desktop,Bottom,Education,Morning,0,25-44
4473,User4473,49.0,Female,Tablet,Bottom,Other,Morning,0,45-59
4967,User4967,43.5,Male,Mobile,Side,Other,Evening,0,25-44
9814,User9814,57.0,Male,Tablet,Bottom,News,Afternoon,0,45-59
802,User802,42.0,Female,Tablet,Side,Education,Afternoon,0,25-44
8170,User8170,41.0,Male,Tablet,Bottom,News,Night,0,25-44
4168,User4168,41.0,Non-Binary,Tablet,Bottom,News,Morning,0,25-44
737,User737,59.0,Female,Mobile,Top,Social Media,Night,0,45-59
5744,User5744,41.0,Female,Tablet,Bottom,News,Afternoon,0,25-44
3252,User3252,60.0,Male,Tablet,Bottom,News,Afternoon,0,60+
390,User390,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
8925,User8925,41.0,Non-Binary,Tablet,Top,News,Evening,0,25-44
8725,User8725,43.5,Female,Mobile,Side,Other,Morning,0,25-44
7846,User7846,50.0,Non-Binary,Desktop,Side,News,Evening,0,45-59
9255,User9255,37.0,Female,Tablet,Top,News,Morning,0,25-44
8899,User8899,50.0,Female,Tablet,Bottom,Other,Night,0,45-59
5467,User5467,25.0,Female,Mobile,Top,Social Media,Evening,0,25-44
5050,User5050,42.0,Female,Mobile,Top,Education,Evening,0,25-44
6611,User6611,64.0,Male,Mobile,Bottom,Social Media,Night,0,60+
4013,User4013,63.0,Non-Binary,Tablet,Top,News,Evening,0,60+
9651,User9651,33.0,Non-Binary,Tablet,Top,Entertainment,Evening,0,25-44
9819,User9819,41.0,Female,Desktop,Top,News,Morning,0,25-44
4400,User4400,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
787,User787,28.0,Male,Tablet,Bottom,News,Afternoon,0,25-44
7246,User7246,28.0,Female,Mobile,Side,Other,Afternoon,0,25-44
3248,User3248,45.0,Male,Desktop,Side,News,Afternoon,0,45-59
9483,User9483,63.0,Female,Desktop,Side,Shopping,Evening,0,60+
6887,User6887,43.0,Male,Mobile,Bottom,Social Media,Night,0,25-44
6713,User6713,41.0,Male,Tablet,Bottom,News,Night,0,25-44
5270,User5270,62.0,Male,Mobile,Top,Social Media,Afternoon,0,60+
2963,User2963,21.0,Male,Mobile,Top,Other,Evening,0,18-24
5846,User5846,43.5,Female,Mobile,Top,Other,Evening,0,25-44
1327,User1327,43.0,Male,Mobile,Side,Social Media,Night,0,25-44
4607,User4607,49.0,Female,Tablet,Bottom,News,Night,0,45-59
215,User215,31.0,Female,Desktop,Side,Education,Morning,0,25-44
7342,User7342,60.0,Male,Desktop,Bottom,News,Evening,0,60+
3696,User3696,49.0,Female,Mobile,Side,Other,Evening,0,45-59
9916,User9916,43.0,Male,Mobile,Top,Social Media,Morning,0,25-44
9453,User9453,55.0,Female,Mobile,Top,Other,Evening,0,45-59
903,User903,43.0,Male,Mobile,Side,Social Media,Night,0,25-44
5358,User5358,20.0,Non-Binary,Tablet,Bottom,News,Morning,0,18-24
2726,User2726,43.5,Female,Mobile,Top,Other,Evening,0,25-44
1933,User1933,39.0,Female,Tablet,Side,Shopping,Night,0,25-44
7927,User7927,34.0,Female,Tablet,Bottom,News,Evening,0,25-44
4263,User4263,40.0,Female,Mobile,Side,Other,Morning,0,25-44
4631,User4631,39.0,Male,Mobile,Side,Entertainment,Night,0,25-44
7019,User7019,56.0,Female,Mobile,Bottom,Social Media,Afternoon,0,45-59
8953,User8953,37.0,Female,Mobile,Top,Other,Afternoon,0,25-44
4719,User4719,50.0,Non-Binary,Desktop,Top,News,Evening,0,45-59
4074,User4074,37.0,Male,Mobile,Side,News,Evening,0,25-44
2882,User2882,40.0,Male,Desktop,Top,Social Media,Night,0,25-44
6311,User6311,28.0,Female,Mobile,Top,Education,Evening,0,25-44
517,User517,43.0,Female,Mobile,Top,Social Media,Night,0,25-44
3590,User3590,57.0,Female,Mobile,Bottom,Shopping,Night,0,45-59
9704,User9704,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
1300,User1300,41.0,Female,Tablet,Bottom,News,Evening,0,25-44
9700,User9700,43.0,Male,Mobile,Bottom,Social Media,Morning,0,25-44
7457,User7457,20.0,Female,Mobile,Side,Other,Morning,0,18-24
6081,User6081,18.0,Male,Tablet,Bottom,News,Evening,0,18-24
9857,User9857,37.0,Male,Tablet,Top,Entertainment,Afternoon,0,25-44
9661,User9661,38.0,Male,Tablet,Bottom,News,Evening,0,25-44
2855,User2855,40.0,Non-Binary,Tablet,Bottom,News,Morning,0,25-44
6814,User6814,40.0,Female,Mobile,Top,Other,Night,0,25-44
8897,User8897,41.0,Female,Tablet,Bottom,News,Night,0,25-44
1569,User1569,40.5,Non-Binary,Tablet,Top,Shopping,Night,0,25-44
1733,User1733,32.0,Female,Mobile,Bottom,News,Evening,0,25-44
2982,User2982,63.0,Non-Binary,Tablet,Bottom,News,Afternoon,0,60+
3241,User3241,35.0,Female,Mobile,Top,Other,Evening,0,25-44
8547,User8547,20.0,Male,Mobile,Top,Social Media,Morning,0,18-24
6910,User6910,54.0,Female,Desktop,Top,Entertainment,Morning,0,45-59
4863,User4863,47.0,Male,Mobile,Top,Social Media,Night,0,45-59
6610,User6610,40.0,Male,Tablet,Side,News,Morning,0,25-44
9215,User9215,48.0,Female,Desktop,Side,Shopping,Evening,0,45-59
2911,User2911,43.5,Female,Mobile,Top,Other,Evening,0,25-44
1450,User1450,44.0,Male,Tablet,Bottom,News,Afternoon,0,25-44
994,User994,57.0,Non-Binary,Tablet,Bottom,News,Afternoon,0,45-59
6922,User6922,54.0,Female,Tablet,Bottom,Other,Evening,0,45-59
719,User719,41.0,Non-Binary,Desktop,Top,News,Evening,0,25-44
8065,User8065,43.5,Female,Tablet,Bottom,Other,Afternoon,0,25-44
1354,User1354,59.0,Male,Tablet,Bottom,News,Afternoon,0,45-59
9379,User9379,38.0,Male,Tablet,Side,News,Evening,0,25-44
6232,User6232,43.0,Male,Mobile,Side,Social Media,Night,0,25-44
6391,User6391,43.5,Female,Mobile,Side,Other,Morning,0,25-44
4790,User4790,36.0,Male,Desktop,Bottom,Shopping,Night,0,25-44
913,User913,64.0,Male,Mobile,Bottom,Social Media,Night,0,60+
832,User832,43.5,Male,Mobile,Top,Other,Night,0,25-44
1438,User1438,41.0,Non-Binary,Desktop,Side,News,Morning,0,25-44
5611,User5611,32.0,Female,Desktop,Side,News,Afternoon,0,25-44
6891,User6891,48.0,Non-Binary,Mobile,Top,News,Morning,0,45-59
7832,User7832,40.5,Male,Desktop,Top,Shopping,Afternoon,0,25-44
8351,User8351,27.0,Female,Tablet,Bottom,Education,Evening,0,25-44
5486,User5486,19.0,Female,Mobile,Top,Education,Evening,0,18-24
9720,User9720,43.5,Non-Binary,Tablet,Bottom,Other,Morning,0,25-44
3510,User3510,41.0,Female,Desktop,Side,News,Evening,0,25-44
8088,User8088,43.0,Male,Desktop,Top,Social Media,Night,0,25-44
3134,User3134,35.0,Male,Tablet,Bottom,Education,Morning,0,25-44
5145,User5145,41.0,Non-Binary,Tablet,Bottom,News,Night,0,25-44
3890,User3890,41.0,Non-Binary,Tablet,Bottom,News,Night,0,25-44
6988,User6988,41.0,Male,Tablet,Bottom,News,Evening,0,25-44
8143,User8143,41.0,Female,Desktop,Side,News,Afternoon,0,25-44
7147,User7147,49.0,Female,Mobile,Side,Other,Morning,0,45-59
783,User783,56.0,Non-Binary,Desktop,Bottom,News,Night,0,45-59
5983,User5983,41.0,Female,Tablet,Bottom,News,Evening,0,25-44
6599,User6599,41.0,Non-Binary,Tablet,Bottom,News,Evening,0,25-44
4738,User4738,43.0,Male,Mobile,Side,Social Media,Afternoon,0,25-44
1170,User1170,26.0,Non-Binary,Desktop,Bottom,News,Afternoon,0,25-44
6284,User6284,19.0,Female,Mobile,Top,Entertainment,Morning,0,18-24
5822,User5822,55.0,Male,Mobile,Top,Social Media,Evening,0,45-59
6277,User6277,41.0,Non-Binary,Desktop,Bottom,News,Evening,0,25-44
9705,User9705,41.0,Male,Tablet,Bottom,News,Morning,0,25-44
2569,User2569,43.0,Female,Mobile,Top,Social Media,Morning,0,25-44
3485,User3485,41.0,Non-Binary,Tablet,Bottom,News,Morning,0,25-44
3927,User3927,41.0,Male,Mobile,Bottom,News,Night,0,25-44
4297,User4297,41.0,Non-Binary,Desktop,Bottom,News,Evening,0,25-44
3600,User3600,43.0,Male,Mobile,Side,Social Media,Night,0,25-44
8517,User8517,18.0,Female,Tablet,Bottom,Education,Afternoon,0,18-24
8436,User8436,36.0,Female,Desktop,Side,Entertainment,Evening,0,25-44
6667,User6667,57.0,Female,Tablet,Bottom,News,Evening,0,45-59
4673,User4673,33.0,Female,Mobile,Top,Social Media,Evening,0,25-44
1583,User1583,44.0,Male,Mobile,Top,Social Media,Night,0,25-44
8538,User8538,42.0,Female,Mobile,Bottom,Education,Morning,0,25-44
2609,User2609,33.0,Non-Binary,Desktop,Bottom,News,Afternoon,0,25-44
2992,User2992,42.0,Male,Tablet,Top,Education,Night,0,25-44
18,User18,32.0,Female,Mobile,Side,Shopping,Evening,0,25-44
2728,User2728,43.0,Male,Mobile,Top,Social Media,Evening,0,25-44
3357,User3357,43.5,Female,Mobile,Side,Other,Morning,0,25-44
8977,User8977,41.0,Male,Desktop,Side,News,Morning,0,25-44
7455,User7455,48.0,Male,Mobile,Side,Other,Afternoon,0,45-59
7838,User7838,45.0,Female,Mobile,Top,Other,Evening,0,45-59
8544,User8544,41.0,Male,Mobile,Bottom,Entertainment,Morning,0,25-44
4016,User4016,32.0,Female,Mobile,Side,Other,Evening,0,25-44
2397,User2397,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
3303,User3303,43.0,Male,Mobile,Side,Social Media,Evening,0,25-44
8487,User8487,64.0,Male,Desktop,Bottom,News,Morning,0,60+
595,User595,43.0,Male,Mobile,Top,Social Media,Morning,0,25-44
9089,User9089,41.0,Male,Tablet,Bottom,News,Evening,0,25-44
6992,User6992,30.0,Female,Tablet,Side,News,Morning,0,25-44
9582,User9582,43.5,Female,Mobile,Top,Other,Night,0,25-44
2953,User2953,35.0,Non-Binary,Tablet,Bottom,News,Afternoon,0,25-44
173,User173,29.0,Male,Mobile,Side,Social Media,Morning,0,25-44
6545,User6545,43.5,Female,Mobile,Top,Other,Evening,0,25-44
9846,User9846,27.0,Female,Tablet,Top,Shopping,Night,0,25-44
9303,User9303,49.0,Non-Binary,Tablet,Side,News,Evening,0,45-59
4663,User4663,50.0,Male,Tablet,Bottom,Entertainment,Morning,0,45-59
9620,User9620,41.0,Non-Binary,Desktop,Top,News,Evening,0,25-44
3948,User3948,21.0,Female,Mobile,Bottom,Entertainment,Evening,0,18-24
2524,User2524,37.0,Female,Mobile,Top,Entertainment,Afternoon,0,25-44
2058,User2058,41.0,Non-Binary,Tablet,Bottom,News,Evening,0,25-44
5478,User5478,37.0,Female,Mobile,Side,Entertainment,Afternoon,0,25-44
870,User870,53.0,Male,Mobile,Side,Social Media,Afternoon,0,45-59
4772,User4772,63.0,Non-Binary,Tablet,Bottom,News,Afternoon,0,60+
9430,User9430,43.0,Female,Tablet,Top,Social Media,Morning,0,25-44
4640,User4640,26.0,Female,Desktop,Top,Shopping,Afternoon,0,25-44
6660,User6660,42.0,Non-Binary,Desktop,Side,News,Morning,0,25-44
8437,User8437,56.0,Female,Mobile,Top,Other,Evening,0,45-59
4915,User4915,24.0,Male,Desktop,Bottom,News,Afternoon,0,18-24
4302,User4302,43.0,Male,Mobile,Top,Social Media,Evening,0,25-44
2797,User2797,43.0,Male,Mobile,Top,Social Media,Afternoon,0,25-44
7537,User7537,26.0,Non-Binary,Tablet,Bottom,News,Afternoon,0,25-44
2331,User2331,37.0,Male,Mobile,Top,Other,Night,0,25-44
3387,User3387,22.0,Male,Mobile,Top,Social Media,Evening,0,18-24
591,User591,43.5,Male,Mobile,Top,Other,Morning,0,25-44
1462,User1462,41.0,Male,Tablet,Bottom,Other,Morning,0,25-44
6603,User6603,40.0,Non-Binary,Mobile,Side,Other,Night,0,25-44
9455,User9455,33.0,Female,Mobile,Side,Other,Morning,0,25-44
38,User38,35.0,Male,Tablet,Bottom,News,Morning,0,25-44
5527,User5527,23.0,Female,Desktop,Top,News,Evening,0,18-24
1689,User1689,41.0,Female,Tablet,Bottom,News,Night,0,25-44
7174,User7174,56.0,Male,Mobile,Side,Social Media,Afternoon,0,45-59
5459,User5459,43.0,Female,Mobile,Top,Social Media,Morning,0,25-44
7189,User7189,41.0,Female,Desktop,Bottom,News,Night,0,25-44
2430,User2430,38.0,Female,Mobile,Top,Other,Evening,0,25-44
6707,User6707,40.5,Female,Tablet,Bottom,Shopping,Night,0,25-44
374,User374,40.5,Female,Tablet,Bottom,Shopping,Night,0,25-44
7022,User7022,29.0,Female,Tablet,Bottom,Other,Afternoon,0,25-44
1129,User1129,43.5,Male,Tablet,Bottom,Other,Night,0,25-44
9910,User9910,53.0,Male,Mobile,Bottom,Social Media,Night,0,45-59
6478,User6478,62.0,Female,Mobile,Top,Other,Morning,0,60+
6018,User6018,64.0,Female,Mobile,Top,Entertainment,Afternoon,0,60+
9008,User9008,37.0,Male,Tablet,Top,Entertainment,Evening,0,25-44
1404,User1404,42.0,Male,Mobile,Side,Education,Night,0,25-44
462,User462,37.0,Female,Desktop,Top,Entertainment,Afternoon,0,25-44
283,User283,37.0,Female,Mobile,Top,Entertainment,Morning,0,25-44
6416,User6416,34.0,Male,Mobile,Bottom,News,Evening,0,25-44
8940,User8940,52.0,Female,Tablet,Bottom,News,Night,0,45-59
9684,User9684,63.0,Male,Tablet,Bottom,News,Afternoon,0,60+
4154,User4154,43.0,Male,Tablet,Bottom,News,Morning,0,25-44
1096,User1096,44.0,Non-Binary,Tablet,Bottom,News,Evening,0,25-44
3531,User3531,47.0,Female,Mobile,Bottom,Shopping,Evening,0,45-59
3774,User3774,41.0,Non-Binary,Desktop,Top,News,Night,0,25-44
8121,User8121,46.0,Non-Binary,Desktop,Bottom,News,Night,0,45-59
6265,User6265,41.0,Non-Binary,Desktop,Side,News,Evening,0,25-44
4768,User4768,38.0,Non-Binary,Tablet,Side,News,Evening,0,25-44
4775,User4775,30.0,Female,Mobile,Top,Other,Evening,0,25-44
7854,User7854,43.5,Male,Mobile,Top,Other,Evening,0,25-44
7773,User7773,43.5,Female,Tablet,Bottom,Other,Evening,0,25-44
3453,User3453,62.0,Female,Mobile,Top,Other,Evening,0,60+
8453,User8453,41.0,Female,Tablet,Side,News,Morning,0,25-44
4306,User4306,40.5,Female,Tablet,Side,Shopping,Evening,0,25-44
5361,User5361,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
6443,User6443,41.0,Non-Binary,Desktop,Bottom,News,Night,0,25-44
3855,User3855,40.5,Female,Tablet,Side,Shopping,Morning,0,25-44
1435,User1435,37.0,Female,Mobile,Bottom,Entertainment,Morning,0,25-44
2207,User2207,19.0,Male,Mobile,Top,Social Media,Night,0,18-24
4316,User4316,41.0,Female,Tablet,Bottom,News,Night,0,25-44
4503,User4503,52.0,Female,Desktop,Side,Education,Morning,0,45-59
3058,User3058,43.5,Female,Mobile,Top,Other,Morning,0,25-44
9276,User9276,37.0,Non-Binary,Tablet,Side,Entertainment,Morning,0,25-44
310,User310,31.0,Female,Tablet,Bottom,Other,Morning,0,25-44
9489,User9489,20.0,Male,Tablet,Top,News,Morning,0,18-24
3632,User3632,43.5,Female,Tablet,Bottom,Other,Night,0,25-44
1770,User1770,51.0,Female,Mobile,Top,News,Evening,0,45-59
6221,User6221,37.0,Male,Mobile,Side,Entertainment,Evening,0,25-44
4260,User4260,21.0,Female,Desktop,Side,Shopping,Evening,0,18-24
5238,User5238,30.0,Female,Desktop,Top,Entertainment,Morning,0,25-44
6723,User6723,22.0,Female,Mobile,Top,Other,Morning,0,18-24
7923,User7923,43.5,Female,Tablet,Bottom,Other,Evening,0,25-44
4510,User4510,46.0,Female,Tablet,Bottom,News,Afternoon,0,45-59
4333,User4333,41.0,Male,Desktop,Top,News,Morning,0,25-44
5429,User5429,58.0,Female,Tablet,Bottom,News,Evening,0,45-59
7632,User7632,54.0,Male,Mobile,Side,Other,Evening,0,45-59
5592,User5592,41.0,Non-Binary,Tablet,Bottom,News,Evening,0,25-44
1738,User1738,22.0,Male,Tablet,Bottom,News,Morning,0,18-24
1001,User1001,23.0,Female,Mobile,Top,Other,Night,0,18-24
9143,User9143,49.0,Female,Mobile,Side,Other,Evening,0,45-59
4390,User4390,64.0,Non-Binary,Tablet,Bottom,News,Evening,0,60+
1395,User1395,52.0,Female,Desktop,Side,News,Evening,0,45-59
3508,User3508,41.0,Non-Binary,Tablet,Bottom,News,Night,0,25-44
7110,User7110,44.0,Male,Tablet,Bottom,News,Evening,0,25-44
7629,User7629,52.0,Female,Mobile,Top,Social Media,Morning,0,45-59
4181,User4181,59.0,Female,Tablet,Bottom,Entertainment,Morning,0,45-59
5740,User5740,40.5,Female,Mobile,Side,Shopping,Night,0,25-44
2815,User2815,41.0,Male,Desktop,Top,News,Evening,0,25-44
3714,User3714,41.0,Male,Desktop,Side,News,Afternoon,0,25-44
3467,User3467,37.0,Female,Tablet,Bottom,Entertainment,Morning,0,25-44
5804,User5804,27.0,Female,Desktop,Top,News,Night,0,25-44
6630,User6630,47.0,Female,Mobile,Top,Other,Morning,0,45-59
6629,User6629,64.0,Male,Tablet,Side,Entertainment,Morning,0,60+
9044,User9044,29.0,Female,Desktop,Bottom,Entertainment,Morning,0,25-44
8932,User8932,27.0,Female,Tablet,Side,Education,Morning,0,25-44
4763,User4763,48.0,Female,Mobile,Bottom,Education,Night,0,45-59
2400,User2400,39.0,Male,Tablet,Top,News,Evening,0,25-44
4091,User4091,41.0,Female,Tablet,Top,News,Afternoon,0,25-44
8874,User8874,54.0,Female,Mobile,Bottom,Education,Night,0,45-59
8413,User8413,43.5,Female,Mobile,Side,Other,Evening,0,25-44
1205,User1205,48.0,Male,Tablet,Bottom,Other,Night,0,45-59
7542,User7542,42.0,Non-Binary,Tablet,Bottom,Social Media,Evening,0,25-44
8131,User8131,35.0,Female,Mobile,Top,Other,Evening,0,25-44
6764,User6764,42.0,Female,Mobile,Side,Education,Night,0,25-44
5405,User5405,29.0,Female,Tablet,Side,Education,Night,0,25-44
6254,User6254,58.0,Male,Desktop,Bottom,Education,Morning,0,45-59
750,User750,43.0,Male,Mobile,Bottom,Social Media,Night,0,25-44
8964,User8964,41.0,Female,Tablet,Bottom,News,Afternoon,0,25-44
2637,User2637,20.0,Female,Mobile,Top,Education,Night,0,18-24
157,User157,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
6133,User6133,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
6198,User6198,47.0,Male,Mobile,Bottom,Social Media,Night,0,45-59
7425,User7425,53.0,Non-Binary,Desktop,Bottom,News,Night,0,45-59
6705,User6705,41.0,Non-Binary,Desktop,Bottom,News,Evening,0,25-44
6986,User6986,43.0,Male,Mobile,Side,Social Media,Night,0,25-44
4047,User4047,37.0,Male,Tablet,Top,Entertainment,Afternoon,0,25-44
5447,User5447,41.0,Male,Desktop,Bottom,News,Morning,0,25-44
3507,User3507,60.0,Male,Tablet,Bottom,News,Night,0,60+
9496,User9496,43.5,Male,Tablet,Bottom,Other,Night,0,25-44
8112,User8112,43.5,Female,Mobile,Top,Other,Night,0,25-44
2251,User2251,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
3445,User3445,54.0,Male,Mobile,Top,Social Media,Night,0,45-59
4437,User4437,41.0,Female,Tablet,Bottom,News,Afternoon,0,25-44
659,User659,46.0,Male,Tablet,Bottom,News,Morning,0,45-59
8788,User8788,46.0,Female,Mobile,Top,Other,Morning,0,45-59
5631,User5631,64.0,Male,Mobile,Top,Social Media,Night,0,60+
9476,User9476,40.5,Female,Tablet,Bottom,Shopping,Afternoon,0,25-44
5444,User5444,22.0,Non-Binary,Tablet,Bottom,News,Evening,0,18-24
3339,User3339,43.0,Male,Desktop,Bottom,Shopping,Evening,0,25-44
345,User345,23.0,Female,Tablet,Bottom,Other,Evening,0,18-24
6758,User6758,43.5,Female,Mobile,Top,Other,Afternoon,0,25-44
3573,User3573,42.0,Female,Mobile,Top,Other,Evening,0,25-44
4274,User4274,32.0,Non-Binary,Desktop,Top,News,Morning,0,25-44
3231,User3231,32.0,Female,Mobile,Side,Education,Morning,0,25-44
2725,User2725,42.0,Non-Binary,Mobile,Top,Education,Morning,0,25-44
6700,User6700,32.0,Female,Mobile,Side,Entertainment,Night,0,25-44
1804,User1804,41.0,Non-Binary,Tablet,Top,News,Evening,0,25-44
4322,User4322,43.0,Male,Mobile,Side,Social Media,Morning,0,25-44
8853,User8853,40.5,Female,Mobile,Top,Shopping,Night,0,25-44
3957,User3957,62.0,Male,Mobile,Bottom,Social Media,Morning,0,60+
7144,User7144,43.0,Male,Mobile,Bottom,Social Media,Night,0,25-44
2291,User2291,53.0,Female,Tablet,Bottom,News,Evening,0,45-59
1284,User1284,42.0,Female,Tablet,Top,News,Afternoon,0,25-44
1144,User1144,53.0,Non-Binary,Desktop,Bottom,News,Evening,0,45-59
3203,User3203,41.0,Female,Tablet,Bottom,News,Night,0,25-44
5302,User5302,43.5,Female,Tablet,Bottom,Other,Morning,0,25-44
5590,User5590,43.0,Male,Mobile,Side,Social Media,Night,0,25-44
7353,User7353,43.0,Male,Tablet,Top,Social Media,Evening,0,25-44
3973,User3973,42.0,Female,Mobile,Side,Education,Night,0,25-44
4474,User4474,41.0,Male,Tablet,Bottom,News,Afternoon,0,25-44
7775,User7775,43.5,Male,Mobile,Top,Other,Morning,0,25-44
9771,User9771,41.0,Non-Binary,Tablet,Bottom,News,Evening,0,25-44
860,User860,29.0,Female,Tablet,Bottom,News,Morning,0,25-44
5499,User5499,23.0,Female,Mobile,Top,Entertainment,Night,0,18-24
1873,User1873,41.0,Non-Binary,Tablet,Bottom,News,Night,0,25-44
7631,User7631,47.0,Male,Mobile,Top,Other,Evening,0,45-59
5142,User5142,43.5,Male,Mobile,Side,Other,Evening,0,25-44
7036,User7036,28.0,Non-Binary,Desktop,Side,News,Night,0,25-44
3192,User3192,43.5,Female,Tablet,Bottom,Other,Evening,0,25-44
2333,User2333,28.0,Female,Mobile,Side,Other,Evening,0,25-44
7198,User7198,42.0,Male,Tablet,Bottom,Shopping,Afternoon,0,25-44
1067,User1067,61.0,Female,Tablet,Bottom,Education,Afternoon,0,60+
8338,User8338,43.0,Male,Mobile,Top,Social Media,Morning,0,25-44
7783,User7783,41.0,Female,Tablet,Bottom,News,Evening,0,25-44
7889,User7889,41.0,Male,Tablet,Side,News,Evening,0,25-44
9373,User9373,37.0,Female,Desktop,Bottom,Entertainment,Evening,0,25-44
2248,User2248,34.0,Male,Desktop,Bottom,News,Afternoon,0,25-44
2939,User2939,54.0,Female,Tablet,Bottom,Education,Night,0,45-59
9394,User9394,40.5,Female,Tablet,Side,Shopping,Morning,0,25-44
4537,User4537,61.0,Male,Desktop,Bottom,News,Morning,0,60+
5559,User5559,50.0,Male,Mobile,Top,Other,Evening,0,45-59
6852,User6852,44.0,Male,Desktop,Top,Social Media,Night,0,25-44
2835,User2835,26.0,Female,Desktop,Side,Shopping,Morning,0,25-44
256,User256,52.0,Female,Desktop,Side,News,Night,0,45-59
1973,User1973,37.0,Female,Mobile,Top,Social Media,Morning,0,25-44
7622,User7622,57.0,Male,Mobile,Bottom,Social Media,Afternoon,0,45-59
2115,User2115,40.0,Male,Mobile,Side,Social Media,Night,0,25-44
5784,User5784,40.5,Male,Mobile,Side,Shopping,Morning,0,25-44
